i,Team,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Season,Date,Opponent
150,Pittsburgh Penguins,1,0,0,--,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,50.0,0.0,50.0,33.0,23.0,49.1,2024,2024/04/08,Toronto Maple Leafs
151,Vegas Golden Knights,1,0,1,--,0,0,.000,0,0,0,3,4,3.00,4.00,50.0,33.3,50.0,33.3,23.0,30.0,51.9,2024,2024/04/08,Vancouver Canucks
152,Vancouver Canucks,1,1,0,--,0,2,1.000,1,1,0,4,3,4.00,3.00,66.7,50.0,66.7,50.0,30.0,23.0,48.1,2024,2024/04/08,Vegas Golden Knights
153,Arizona Coyotes,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,83.3,33.3,83.3,28.0,27.0,46.9,2024,2024/04/07,San Jose Sharks
154,Minnesota Wild,1,1,0,--,0,2,1.000,1,1,0,4,0,4.00,0.00,50.0,--,50.0,--,37.0,24.0,32.0,2024,2024/04/07,Chicago Blackhawks
155,Columbus Blue Jackets,1,0,1,--,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,75.0,0.0,75.0,23.0,35.0,34.6,2024,2024/04/07,Carolina Hurricanes
156,San Jose Sharks,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,16.7,66.7,16.7,66.7,27.0,28.0,53.1,2024,2024/04/07,Arizona Coyotes
157,Dallas Stars,1,1,0,--,0,2,1.000,1,1,0,7,4,7.00,4.00,100.0,50.0,100.0,50.0,37.0,38.0,58.3,2024,2024/04/07,Colorado Avalanche
158,Anaheim Ducks,1,0,0,--,1,1,.500,0,0,0,5,5,5.00,5.00,50.0,33.3,50.0,33.3,38.0,31.0,46.6,2024,2024/04/07,St. Louis Blues
159,Colorado Avalanche,1,0,1,--,0,0,.000,0,0,0,4,7,4.00,7.00,50.0,0.0,50.0,0.0,38.0,37.0,41.7,2024,2024/04/07,Dallas Stars
160,St. Louis Blues,1,1,0,--,0,2,1.000,0,0,1,5,5,5.00,5.00,66.7,50.0,66.7,50.0,31.0,38.0,53.5,2024,2024/04/07,Anaheim Ducks
161,Nashville Predators,1,1,0,--,0,2,1.000,0,0,1,2,2,2.00,2.00,25.0,100.0,25.0,100.0,35.0,25.0,55.6,2024,2024/04/07,New Jersey Devils
162,Detroit Red Wings,1,1,0,--,0,2,1.000,1,1,0,3,1,3.00,1.00,50.0,50.0,50.0,50.0,24.0,38.0,50.0,2024,2024/04/07,Buffalo Sabres
163,Chicago Blackhawks,1,0,1,--,0,0,.000,0,0,0,0,4,0.00,4.00,--,50.0,--,50.0,24.0,37.0,68.0,2024,2024/04/07,Minnesota Wild
164,Washington Capitals,1,0,0,--,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,22.0,21.0,38.2,2024,2024/04/07,Ottawa Senators
165,Carolina Hurricanes,1,1,0,--,0,2,1.000,1,1,0,3,0,3.00,0.00,25.0,100.0,25.0,100.0,35.0,23.0,65.5,2024,2024/04/07,Columbus Blue Jackets
166,Ottawa Senators,1,1,0,--,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,21.0,22.0,61.8,2024,2024/04/07,Washington Capitals
167,Montréal Canadiens,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,33.3,0.0,33.3,28.0,46.0,41.8,2024,2024/04/07,New York Rangers
168,Buffalo Sabres,1,0,1,--,0,0,.000,0,0,0,1,3,1.00,3.00,50.0,50.0,50.0,50.0,38.0,24.0,50.0,2024,2024/04/07,Detroit Red Wings
169,New York Rangers,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,66.7,100.0,66.7,100.0,46.0,28.0,58.2,2024,2024/04/07,Montreal Canadiens
170,New Jersey Devils,1,0,0,--,1,1,.500,0,0,0,2,2,2.00,2.00,0.0,75.0,0.0,75.0,25.0,35.0,44.4,2024,2024/04/07,Nashville Predators
171,Winnipeg Jets,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,75.0,0.0,75.0,25.0,27.0,57.5,2024,2024/04/06,Minnesota Wild
172,Minnesota Wild,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,25.0,100.0,25.0,100.0,27.0,25.0,42.6,2024,2024/04/06,Winnipeg Jets
173,Columbus Blue Jackets,1,1,0,--,0,2,1.000,1,1,0,6,2,6.00,2.00,33.3,100.0,33.3,100.0,33.0,39.0,50.0,2024,2024/04/06,Philadelphia Flyers
174,San Jose Sharks,1,1,0,--,0,2,1.000,0,1,0,3,2,3.00,2.00,40.0,83.3,40.0,83.3,25.0,36.0,56.4,2024,2024/04/06,St. Louis Blues
175,Los Angeles Kings,1,1,0,--,0,2,1.000,1,1,0,6,3,6.00,3.00,50.0,100.0,25.0,133.3,29.0,42.0,51.9,2024,2024/04/06,Vancouver Canucks
176,Dallas Stars,1,0,1,--,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,50.0,0.0,50.0,44.0,17.0,58.3,2024,2024/04/06,Chicago Blackhawks
177,Vancouver Canucks,1,0,1,--,0,0,.000,0,0,0,3,6,3.00,6.00,0.0,50.0,-33.3,75.0,42.0,29.0,48.2,2024,2024/04/06,Los Angeles Kings
178,Edmonton Oilers,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,66.7,33.3,66.7,27.0,35.0,55.4,2024,2024/04/06,Calgary Flames
179,Calgary Flames,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,33.3,66.7,33.3,66.7,35.0,27.0,44.6,2024,2024/04/06,Edmonton Oilers
180,St. Louis Blues,1,0,0,--,1,1,.500,0,0,0,2,3,2.00,3.00,16.7,60.0,16.7,60.0,36.0,25.0,43.6,2024,2024/04/06,San Jose Sharks
181,Nashville Predators,1,0,1,--,0,0,.000,0,0,0,0,2,0.00,2.00,0.0,100.0,0.0,100.0,42.0,30.0,40.9,2024,2024/04/06,New York Islanders
182,Chicago Blackhawks,1,1,0,--,0,2,1.000,1,1,0,3,2,3.00,2.00,50.0,100.0,50.0,100.0,17.0,44.0,41.7,2024,2024/04/06,Dallas Stars
183,Tampa Bay Lightning,1,0,1,--,0,0,.000,0,0,0,4,5,4.00,5.00,50.0,100.0,50.0,100.0,34.0,28.0,42.4,2024,2024/04/06,Pittsburgh Penguins
184,Florida Panthers,1,0,0,--,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,80.0,0.0,80.0,30.0,29.0,40.3,2024,2024/04/06,Boston Bruins
185,Toronto Maple Leafs,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,0.0,0.0,0.0,30.0,26.0,49.1,2024,2024/04/06,Montreal Canadiens
186,Ottawa Senators,1,0,1,--,0,0,.000,0,0,0,3,4,3.00,4.00,66.7,100.0,66.7,100.0,28.0,27.0,43.3,2024,2024/04/06,New Jersey Devils
187,Montréal Canadiens,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,100.0,100.0,100.0,100.0,26.0,30.0,50.9,2024,2024/04/06,Toronto Maple Leafs
188,Boston Bruins,1,1,0,--,0,2,1.000,0,1,0,3,2,3.00,2.00,20.0,100.0,20.0,100.0,29.0,30.0,59.7,2024,2024/04/06,Florida Panthers
189,Pittsburgh Penguins,1,1,0,--,0,2,1.000,1,1,0,5,4,5.00,4.00,0.0,50.0,0.0,50.0,28.0,34.0,57.6,2024,2024/04/06,Tampa Bay Lightning
190,Philadelphia Flyers,1,0,1,--,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,66.7,0.0,66.7,39.0,33.0,50.0,2024,2024/04/06,Columbus Blue Jackets
191,New York Islanders,1,1,0,--,0,2,1.000,1,1,0,2,0,2.00,0.00,0.0,100.0,0.0,100.0,30.0,42.0,59.1,2024,2024/04/06,Nashville Predators
192,New Jersey Devils,1,1,0,--,0,2,1.000,1,1,0,4,3,4.00,3.00,0.0,33.3,0.0,33.3,27.0,28.0,56.7,2024,2024/04/06,Ottawa Senators
193,Edmonton Oilers,1,1,0,--,0,2,1.000,1,1,0,6,2,6.00,2.00,0.0,100.0,0.0,100.0,47.0,24.0,66.1,2024,2024/04/05,Colorado Avalanche
194,Colorado Avalanche,1,0,1,--,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,100.0,0.0,100.0,24.0,47.0,33.9,2024,2024/04/05,Edmonton Oilers
195,Detroit Red Wings,1,0,1,--,0,0,.000,0,0,0,3,4,3.00,4.00,33.3,66.7,33.3,66.7,34.0,38.0,57.6,2024,2024/04/05,New York Rangers
196,Washington Capitals,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,50.0,0.0,50.0,16.0,45.0,40.3,2024,2024/04/05,Carolina Hurricanes
197,Carolina Hurricanes,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,50.0,100.0,50.0,100.0,45.0,16.0,59.7,2024,2024/04/05,Washington Capitals
198,Buffalo Sabres,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,--,100.0,--,100.0,19.0,34.0,30.6,2024,2024/04/05,Philadelphia Flyers
199,Philadelphia Flyers,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,--,0.0,--,34.0,19.0,69.4,2024,2024/04/05,Buffalo Sabres
200,New York Rangers,1,1,0,--,0,2,1.000,1,1,0,4,3,4.00,3.00,33.3,66.7,33.3,66.7,38.0,34.0,42.4,2024,2024/04/05,Detroit Red Wings
201,Seattle Kraken,1,1,0,--,0,2,1.000,1,1,0,3,1,3.00,1.00,20.0,100.0,20.0,100.0,27.0,17.0,53.2,2024,2024/04/05,Anaheim Ducks
202,Vegas Golden Knights,1,0,1,--,0,0,.000,0,0,0,4,7,4.00,7.00,0.0,100.0,0.0,100.0,24.0,32.0,47.7,2024,2024/04/05,Arizona Coyotes
203,Arizona Coyotes,1,1,0,--,0,2,1.000,1,1,0,7,4,7.00,4.00,0.0,100.0,0.0,100.0,32.0,24.0,52.3,2024,2024/04/05,Vegas Golden Knights
204,Anaheim Ducks,1,0,1,--,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,80.0,0.0,80.0,17.0,27.0,46.8,2024,2024/04/05,Seattle Kraken
205,Winnipeg Jets,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,50.0,50.0,50.0,50.0,45.0,33.0,58.8,2024,2024/04/04,Calgary Flames
206,Minnesota Wild,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,25.0,50.0,25.0,50.0,46.0,36.0,48.5,2024,2024/04/04,Colorado Avalanche
207,Columbus Blue Jackets,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,100.0,66.7,100.0,66.7,27.0,41.0,39.3,2024,2024/04/04,New York Islanders
208,San Jose Sharks,1,0,1,--,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,16.0,27.0,49.0,2024,2024/04/04,Los Angeles Kings
209,Los Angeles Kings,1,1,0,--,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,27.0,16.0,51.0,2024,2024/04/04,San Jose Sharks
210,Colorado Avalanche,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,50.0,75.0,50.0,75.0,36.0,46.0,51.5,2024,2024/04/04,Minnesota Wild
211,Calgary Flames,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,50.0,50.0,50.0,50.0,33.0,45.0,41.2,2024,2024/04/04,Winnipeg Jets
212,St. Louis Blues,1,0,1,--,0,0,.000,0,0,0,3,6,3.00,6.00,16.7,33.3,0.0,33.3,47.0,31.0,45.0,2024,2024/04/04,Nashville Predators
213,Nashville Predators,1,1,0,--,0,2,1.000,1,1,0,6,3,6.00,3.00,66.7,83.3,66.7,100.0,31.0,47.0,55.0,2024,2024/04/04,St. Louis Blues
214,Washington Capitals,1,0,1,--,0,0,.000,0,0,0,1,4,1.00,4.00,25.0,100.0,25.0,100.0,31.0,24.0,44.4,2024,2024/04/04,Pittsburgh Penguins
215,Tampa Bay Lightning,1,1,0,--,0,2,1.000,1,1,0,7,4,7.00,4.00,40.0,100.0,40.0,100.0,35.0,30.0,59.4,2024,2024/04/04,Montreal Canadiens
216,Florida Panthers,1,1,0,--,0,2,1.000,1,1,0,6,0,6.00,0.00,50.0,100.0,50.0,100.0,31.0,30.0,45.7,2024,2024/04/04,Ottawa Senators
217,Carolina Hurricanes,1,0,1,--,0,0,.000,0,0,0,1,4,1.00,4.00,33.3,100.0,33.3,100.0,29.0,28.0,60.8,2024,2024/04/04,Boston Bruins
218,Ottawa Senators,1,0,1,--,0,0,.000,0,0,0,0,6,0.00,6.00,0.0,50.0,0.0,50.0,30.0,31.0,54.4,2024,2024/04/04,Florida Panthers
219,Montréal Canadiens,1,0,1,--,0,0,.000,0,0,0,4,7,4.00,7.00,0.0,60.0,0.0,60.0,30.0,35.0,40.6,2024,2024/04/04,Tampa Bay Lightning
220,Boston Bruins,1,1,0,--,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,66.7,0.0,66.7,28.0,29.0,39.2,2024,2024/04/04,Carolina Hurricanes
221,Pittsburgh Penguins,1,1,0,--,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,75.0,0.0,75.0,24.0,31.0,55.6,2024,2024/04/04,Washington Capitals
222,New York Islanders,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,0.0,33.3,0.0,41.0,27.0,60.7,2024,2024/04/04,Columbus Blue Jackets
223,Seattle Kraken,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,25.0,66.7,25.0,66.7,23.0,27.0,52.1,2024,2024/04/03,Los Angeles Kings
224,Arizona Coyotes,1,0,1,--,0,0,.000,0,0,0,1,2,1.00,2.00,33.3,66.7,33.3,66.7,21.0,33.0,41.0,2024,2024/04/03,Vancouver Canucks
225,Los Angeles Kings,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,75.0,33.3,75.0,27.0,23.0,47.9,2024,2024/04/03,Seattle Kraken
226,Dallas Stars,1,1,0,--,0,2,1.000,1,1,0,5,0,5.00,0.00,33.3,100.0,33.3,100.0,32.0,35.0,53.6,2024,2024/04/03,Edmonton Oilers
227,Vancouver Canucks,1,1,0,--,0,2,1.000,1,1,0,2,1,2.00,1.00,33.3,66.7,33.3,66.7,33.0,21.0,59.0,2024,2024/04/03,Arizona Coyotes
228,Edmonton Oilers,1,0,1,--,0,0,.000,0,0,0,0,5,0.00,5.00,0.0,66.7,0.0,66.7,35.0,32.0,46.4,2024,2024/04/03,Dallas Stars
229,Tampa Bay Lightning,1,1,0,--,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,75.0,0.0,75.0,25.0,29.0,45.3,2024,2024/04/03,Toronto Maple Leafs
230,Toronto Maple Leafs,1,0,1,--,0,0,.000,0,0,0,1,4,1.00,4.00,25.0,100.0,25.0,100.0,29.0,25.0,54.7,2024,2024/04/03,Tampa Bay Lightning
231,New York Rangers,1,1,0,--,0,2,1.000,1,1,0,4,3,4.00,3.00,33.3,100.0,33.3,100.0,41.0,20.0,44.3,2024,2024/04/03,New Jersey Devils
232,New Jersey Devils,1,0,1,--,0,0,.000,0,0,0,3,4,3.00,4.00,0.0,66.7,0.0,66.7,20.0,41.0,55.7,2024,2024/04/03,New York Rangers
233,Vegas Golden Knights,1,1,0,--,0,2,1.000,1,1,0,6,3,6.00,3.00,50.0,66.7,50.0,66.7,30.0,30.0,43.3,2024,2024/04/02,Vancouver Canucks
234,Minnesota Wild,1,1,0,--,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,33.3,0.0,33.3,19.0,32.0,28.3,2024,2024/04/02,Ottawa Senators
235,Anaheim Ducks,1,1,0,--,0,2,1.000,1,1,0,5,3,5.00,3.00,100.0,50.0,100.0,50.0,29.0,24.0,41.8,2024,2024/04/02,Calgary Flames
236,Vancouver Canucks,1,0,1,--,0,0,.000,0,0,0,3,6,3.00,6.00,33.3,50.0,33.3,50.0,30.0,30.0,56.7,2024,2024/04/02,Vegas Golden Knights
237,Calgary Flames,1,0,1,--,0,0,.000,0,0,0,3,5,3.00,5.00,50.0,0.0,50.0,0.0,24.0,29.0,58.2,2024,2024/04/02,Anaheim Ducks
238,Nashville Predators,1,0,1,--,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,100.0,-25.0,100.0,31.0,32.0,66.0,2024,2024/04/02,Boston Bruins
239,Chicago Blackhawks,1,0,1,--,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,50.0,0.0,50.0,19.0,29.0,38.3,2024,2024/04/02,New York Islanders
240,Washington Capitals,1,0,1,--,0,0,.000,0,0,0,2,6,2.00,6.00,33.3,0.0,33.3,0.0,26.0,35.0,56.1,2024,2024/04/02,Buffalo Sabres
241,Florida Panthers,1,0,1,--,0,0,.000,0,0,0,3,5,3.00,5.00,0.0,85.7,-20.0,85.7,40.0,38.0,63.6,2024,2024/04/02,Montreal Canadiens
242,Ottawa Senators,1,0,1,--,0,0,.000,0,0,0,2,3,2.00,3.00,66.7,100.0,66.7,100.0,32.0,19.0,71.7,2024,2024/04/02,Minnesota Wild
243,Montréal Canadiens,1,1,0,--,0,2,1.000,1,1,0,5,3,5.00,3.00,14.3,100.0,14.3,120.0,38.0,40.0,36.4,2024,2024/04/02,Florida Panthers
244,Buffalo Sabres,1,1,0,--,0,2,1.000,1,1,0,6,2,6.00,2.00,100.0,66.7,100.0,66.7,35.0,26.0,43.9,2024,2024/04/02,Washington Capitals
245,Boston Bruins,1,1,0,--,0,2,1.000,1,1,0,3,0,3.00,0.00,0.0,100.0,0.0,125.0,32.0,31.0,34.0,2024,2024/04/02,Nashville Predators
246,Pittsburgh Penguins,1,1,0,--,0,2,1.000,1,1,0,6,3,6.00,3.00,33.3,75.0,33.3,75.0,21.0,26.0,51.7,2024,2024/04/02,New Jersey Devils
247,New York Islanders,1,1,0,--,0,2,1.000,1,1,0,2,1,2.00,1.00,50.0,100.0,50.0,100.0,29.0,19.0,61.7,2024,2024/04/02,Chicago Blackhawks
248,New Jersey Devils,1,0,1,--,0,0,.000,0,0,0,3,6,3.00,6.00,25.0,66.7,25.0,66.7,26.0,21.0,48.3,2024,2024/04/02,Pittsburgh Penguins
249,New York Rangers,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,100.0,0.0,100.0,30.0,20.0,57.1,2024,2024/04/01,Pittsburgh Penguins
250,New York Islanders,1,1,0,--,0,2,1.000,0,1,0,4,3,4.00,3.00,0.0,100.0,0.0,100.0,27.0,34.0,52.8,2024,2024/04/01,Philadelphia Flyers
251,Seattle Kraken,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,50.0,0.0,50.0,32.0,26.0,42.6,2024,2024/04/01,San Jose Sharks
252,Winnipeg Jets,1,1,0,--,0,2,1.000,1,1,0,4,3,4.00,3.00,0.0,--,0.0,--,32.0,28.0,61.5,2024,2024/04/01,Los Angeles Kings
253,Columbus Blue Jackets,1,1,0,--,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,100.0,0.0,100.0,25.0,46.0,44.3,2024,2024/04/01,Colorado Avalanche
254,San Jose Sharks,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,50.0,100.0,50.0,100.0,26.0,32.0,57.4,2024,2024/04/01,Seattle Kraken
255,Los Angeles Kings,1,0,1,--,0,0,.000,0,0,0,3,4,3.00,4.00,--,100.0,--,100.0,28.0,32.0,38.5,2024,2024/04/01,Winnipeg Jets
256,Edmonton Oilers,1,0,0,--,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,75.0,0.0,75.0,38.0,29.0,43.9,2024,2024/04/01,St. Louis Blues
257,Colorado Avalanche,1,0,1,--,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,100.0,0.0,100.0,46.0,25.0,55.7,2024,2024/04/01,Columbus Blue Jackets
258,St. Louis Blues,1,1,0,--,0,2,1.000,0,1,0,3,2,3.00,2.00,25.0,100.0,25.0,100.0,29.0,38.0,56.1,2024,2024/04/01,Edmonton Oilers
259,Detroit Red Wings,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,66.7,-33.3,66.7,32.0,36.0,50.8,2024,2024/04/01,Tampa Bay Lightning
260,Tampa Bay Lightning,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,33.3,100.0,33.3,133.3,36.0,32.0,49.2,2024,2024/04/01,Detroit Red Wings
261,Florida Panthers,1,0,1,--,0,0,.000,0,0,0,4,6,4.00,6.00,0.0,100.0,0.0,100.0,30.0,23.0,49.2,2024,2024/04/01,Toronto Maple Leafs
262,Toronto Maple Leafs,1,1,0,--,0,2,1.000,1,1,0,6,4,6.00,4.00,0.0,100.0,0.0,100.0,23.0,30.0,50.9,2024,2024/04/01,Florida Panthers
263,Pittsburgh Penguins,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,100.0,0.0,100.0,20.0,30.0,42.9,2024,2024/04/01,New York Rangers
264,Philadelphia Flyers,1,0,0,--,1,1,.500,0,0,0,3,4,3.00,4.00,0.0,100.0,0.0,100.0,34.0,27.0,47.2,2024,2024/04/01,New York Islanders
265,Anaheim Ducks,1,0,1,--,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,50.0,0.0,50.0,22.0,30.0,35.0,2024,2024/03/31,Vancouver Canucks
266,Vancouver Canucks,1,1,0,--,0,2,1.000,1,1,0,3,2,3.00,2.00,50.0,100.0,50.0,100.0,30.0,22.0,65.0,2024,2024/03/31,Anaheim Ducks
267,Seattle Kraken,1,0,1,--,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,50.0,0.0,50.0,17.0,30.0,38.6,2024,2024/03/30,Dallas Stars
268,Vegas Golden Knights,1,1,0,--,0,2,1.000,0,1,0,2,1,2.00,1.00,0.0,50.0,0.0,50.0,31.0,33.0,39.6,2024,2024/03/30,Minnesota Wild
269,Arizona Coyotes,1,0,1,--,0,0,.000,0,0,0,5,8,5.00,8.00,33.3,--,0.0,--,32.0,32.0,54.7,2024,2024/03/30,New York Rangers
270,Winnipeg Jets,1,0,1,--,0,0,.000,0,0,0,2,3,2.00,3.00,20.0,80.0,20.0,80.0,30.0,27.0,48.1,2024,2024/03/30,Ottawa Senators
271,Minnesota Wild,1,0,1,--,0,0,.000,0,0,0,1,2,1.00,2.00,50.0,100.0,50.0,100.0,33.0,31.0,60.4,2024,2024/03/30,Vegas Golden Knights
272,Columbus Blue Jackets,1,1,0,--,0,2,1.000,0,0,1,3,3,3.00,3.00,0.0,100.0,0.0,150.0,37.0,33.0,45.0,2024,2024/03/30,Pittsburgh Penguins
273,San Jose Sharks,1,1,0,--,0,2,1.000,1,1,0,4,0,4.00,0.00,0.0,100.0,0.0,100.0,20.0,35.0,39.0,2024,2024/03/30,St. Louis Blues
274,Los Angeles Kings,1,0,1,--,0,0,.000,0,0,0,2,4,2.00,4.00,50.0,50.0,50.0,50.0,18.0,35.0,45.3,2024,2024/03/30,Calgary Flames
275,Dallas Stars,1,1,0,--,0,2,1.000,1,1,0,3,0,3.00,0.00,50.0,100.0,50.0,100.0,30.0,17.0,61.4,2024,2024/03/30,Seattle Kraken
276,Anaheim Ducks,1,0,1,--,0,0,.000,0,0,0,1,6,1.00,6.00,50.0,66.7,50.0,66.7,22.0,37.0,36.2,2024,2024/03/30,Edmonton Oilers
277,Edmonton Oilers,1,1,0,--,0,2,1.000,1,1,0,6,1,6.00,1.00,33.3,50.0,33.3,50.0,37.0,22.0,63.8,2024,2024/03/30,Anaheim Ducks
278,Colorado Avalanche,1,1,0,--,0,2,1.000,1,1,0,7,4,7.00,4.00,50.0,100.0,50.0,100.0,42.0,35.0,52.9,2024,2024/03/30,Nashville Predators
279,Calgary Flames,1,1,0,--,0,2,1.000,1,1,0,4,2,4.00,2.00,50.0,50.0,50.0,50.0,35.0,18.0,54.7,2024,2024/03/30,Los Angeles Kings
280,St. Louis Blues,1,0,1,--,0,0,.000,0,0,0,0,4,0.00,4.00,0.0,100.0,0.0,100.0,35.0,20.0,61.0,2024,2024/03/30,San Jose Sharks
281,Nashville Predators,1,0,1,--,0,0,.000,0,0,0,4,7,4.00,7.00,0.0,50.0,0.0,50.0,35.0,42.0,47.1,2024,2024/03/30,Colorado Avalanche
282,Detroit Red Wings,1,0,0,--,1,1,.500,0,0,0,2,2,2.00,2.00,33.3,100.0,33.3,100.0,22.0,38.0,56.1,2024,2024/03/30,Florida Panthers
283,Chicago Blackhawks,1,1,0,--,0,2,1.000,1,1,0,5,1,5.00,1.00,33.3,100.0,33.3,100.0,24.0,31.0,39.1,2024,2024/03/30,Philadelphia Flyers
284,Washington Capitals,1,0,0,--,1,1,.500,0,0,0,2,2,2.00,2.00,25.0,100.0,25.0,100.0,20.0,29.0,50.9,2024,2024/03/30,Boston Bruins
285,Tampa Bay Lightning,1,1,0,--,0,2,1.000,1,1,0,4,1,4.00,1.00,100.0,100.0,100.0,100.0,40.0,28.0,57.1,2024,2024/03/30,New York Islanders
286,Florida Panthers,1,1,0,--,0,2,1.000,0,0,1,2,2,2.00,2.00,0.0,66.7,0.0,66.7,38.0,22.0,43.9,2024,2024/03/30,Detroit Red Wings
287,Carolina Hurricanes,1,1,0,--,0,2,1.000,1,1,0,3,0,3.00,0.00,50.0,100.0,50.0,133.3,30.0,26.0,56.7,2024,2024/03/30,Montreal Canadiens
288,Toronto Maple Leafs,1,1,0,--,0,2,1.000,1,1,0,3,0,3.00,0.00,0.0,100.0,0.0,100.0,22.0,34.0,68.0,2024,2024/03/30,Buffalo Sabres
289,Ottawa Senators,1,1,0,--,0,2,1.000,1,1,0,3,2,3.00,2.00,20.0,80.0,20.0,80.0,27.0,30.0,51.9,2024,2024/03/30,Winnipeg Jets
290,Montréal Canadiens,1,0,1,--,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,50.0,-33.3,50.0,26.0,30.0,43.3,2024,2024/03/30,Carolina Hurricanes
291,Buffalo Sabres,1,0,1,--,0,0,.000,0,0,0,0,3,0.00,3.00,0.0,100.0,0.0,100.0,34.0,22.0,32.0,2024,2024/03/30,Toronto Maple Leafs
292,Boston Bruins,1,1,0,--,0,2,1.000,0,0,1,2,2,2.00,2.00,0.0,75.0,0.0,75.0,29.0,20.0,49.1,2024,2024/03/30,Washington Capitals
293,Pittsburgh Penguins,1,0,0,--,1,1,.500,0,0,0,3,3,3.00,3.00,0.0,100.0,-50.0,100.0,33.0,37.0,55.0,2024,2024/03/30,Columbus Blue Jackets
294,Philadelphia Flyers,1,0,1,--,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,66.7,0.0,66.7,31.0,24.0,60.9,2024,2024/03/30,Chicago Blackhawks
295,New York Rangers,1,1,0,--,0,2,1.000,1,1,0,8,5,8.00,5.00,--,66.7,--,100.0,32.0,32.0,45.3,2024,2024/03/30,Arizona Coyotes
296,New York Islanders,1,0,1,--,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,0.0,0.0,0.0,28.0,40.0,42.9,2024,2024/03/30,Tampa Bay Lightning
297,Buffalo Sabres,1,1,0,--,0,2,1.000,1,1,0,5,2,5.00,2.00,--,100.0,--,100.0,36.0,30.0,34.0,2024,2024/03/29,New Jersey Devils
298,New Jersey Devils,1,0,1,--,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,--,0.0,--,30.0,36.0,66.0,2024,2024/03/29,Buffalo Sabres
299,New York Rangers,1,1,0,--,0,2,1.000,0,0,1,2,2,2.00,2.00,33.3,100.0,33.3,100.0,25.0,40.0,46.0,2024,2024/03/28,Colorado Avalanche
